d_Au_Pd_m,d_Au_Pd_nm,d_over_lambda_D,applicable,diagnostic_status,formula,mean_definition,surface_charge_definition,surface_charge_sign_convention,interpretation,gouy_chapman_numerator_C_per_m,metal,effective_C_H_F_per_m2,boundary_length_m,boundary_area_m2,n_boundary_quadrature_points,n_boundary_samples,mean_signed_sigma_C_per_m2,mean_abs_sigma_C_per_m2,local_min_sigma_C_per_m2,local_max_sigma_C_per_m2,charge_sign,has_sign_change,has_zero_charge,has_zero_crossing,mean_gouy_chapman_length_m,mean_gouy_chapman_length_nm,mean_length_infinite,local_min_gouy_chapman_length_m,local_min_gouy_chapman_length_nm,local_max_gouy_chapman_length_m,local_max_gouy_chapman_length_nm,local_max_length_infinite,zero_tolerance_C_per_m2
2.5e-09,2.5,0.8220390946100451,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5e-08,2.5e-10,2382,2382,-0.035770939846146196,0.035770939846146196,-0.04552766076345777,-0.03524982978877355,negative,False,False,False,9.978942367440988e-10,0.9978942367440988,False,7.840423627484017e-10,0.7840423627484017,1.0126464419626093e-09,1.0126464419626093,False,1.2939739452650021e-15
2.5e-09,2.5,0.8220390946100451,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.500000000000002e-08,2.5000000000000017e-10,2382,2382,-0.026647263004244578,0.026647263004244578,-0.03715990704986179,-0.02625010571354158,negative,False,False,False,1.3395602658968488e-09,1.3395602658968488,False,9.605948332295922e-10,0.9605948332295922,1.359827465265213e-09,1.359827465265213,False,1.0561480806319931e-15
3.0000000000000004e-09,3.0000000000000004,0.9864469135320542,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5000000000000002e-08,2.5e-10,2360,2360,-0.03581810374252891,0.03581810374252891,-0.046047360681872776,-0.03526308251148335,negative,False,False,False,9.965802481331712e-10,0.9965802481331711,False,7.751935004917934e-10,0.7751935004917934,1.0122658648393805e-09,1.0122658648393805,False,1.3087447053371982e-15
3.0000000000000004e-09,3.0000000000000004,0.9864469135320542,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,2360,2360,-0.026733299117048522,0.026733299117048522,-0.03840757232877882,-0.026268236256867666,negative,False,False,False,1.3352491422439179e-09,1.3352491422439179,False,9.293900278264238e-10,0.9293900278264238,1.3588889016504384e-09,1.3588889016504384,False,1.091608860655777e-15
3.0412178890180004e-09,3.0412178890180006,1.0000000000000917,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,2358,2358,-0.03582161326059633,0.03582161326059633,-0.046085906792747156,-0.035264023452936666,negative,False,False,False,9.964826110903888e-10,0.9964826110903887,False,7.745451310292278e-10,0.7745451310292278,1.0122388547928589e-09,1.012238854792859,False,1.309840251700142e-15
3.0412178890180004e-09,3.0412178890180006,1.0000000000000917,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.4999999999999992e-08,2.499999999999999e-10,2358,2358,-0.026739644157256902,0.026739644157256902,-0.03849909643386724,-0.02626943977199464,negative,False,False,False,1.3349323014719945e-09,1.3349323014719945,False,9.271805840094492e-10,0.9271805840094491,1.3588266451515101e-09,1.35882664515151,False,1.0942101321764778e-15
3.5000000000000003e-09,3.5000000000000004,1.1508547324540632,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5000000000000002e-08,2.5e-10,2337,2337,-0.035857236149904236,0.035857236149904236,-0.046467890547146624,-0.035274039347639924,negative,False,False,False,9.95492641043514e-10,0.995492641043514,False,7.681780751198966e-10,0.7681780751198966,1.011951434413122e-09,1.011951434413122,False,1.3206968829748184e-15
3.5000000000000003e-09,3.5000000000000004,1.1508547324540632,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,2337,2337,-0.026803632503828806,0.026803632503828806,-0.03939812403166438,-0.02628310975602969,negative,False,False,False,1.3317454158607098e-09,1.3317454158607098,False,9.060232077725443e-10,0.9060232077725443,1.3581199122451668e-09,1.3581199122451668,False,1.1197620333309822e-15
4e-09,4.0,1.315262551376072,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5000000000000002e-08,2.5e-10,2316,2316,-0.03588968230441854,0.03588968230441854,-0.04680896902866924,-0.03528315846213125,negative,False,False,False,9.945926635019136e-10,0.9945926635019137,False,7.625806646911305e-10,0.7625806646911305,1.0116898903396236e-09,1.0116898903396236,False,1.3303909164696176e-15
4e-09,4.0,1.315262551376072,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,2316,2316,-0.026861291487460047,0.026861291487460047,-0.04018992520306905,-0.026295522307338517,negative,False,False,False,1.328886763767606e-09,1.328886763767606,False,8.881732059721096e-10,0.8881732059721097,1.3574788246524865e-09,1.3574788246524865,False,1.1422663761512993e-15
4.500000000000001e-09,4.500000000000001,1.4796703702980813,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,2295,2295,-0.03591657586465602,0.03591657586465602,-0.04708672054733151,-0.0352907213018585,negative,False,False,False,9.938479338871406e-10,0.9938479338871407,False,7.580824126307106e-10,0.7580824126307106,1.0114730841024013e-09,1.0114730841024013,False,1.3382850894268902e-15
4.500000000000001e-09,4.500000000000001,1.4796703702980813,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.4999999999999992e-08,2.499999999999999e-10,2295,2295,-0.026908664838388902,0.026908664838388902,-0.04082746951799714,-0.026305832649062496,negative,False,False,False,1.3265472266934789e-09,1.3265472266934788,False,8.743038727799223e-10,0.8743038727799223,1.3569467726641707e-09,1.3569467726641706,False,1.1603864754191916e-15
5e-09,5.0,1.6440781892200902,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5000000000000002e-08,2.5e-10,2274,2274,-0.03593886550025595,0.03593886550025595,-0.047313643312911234,-0.035296973293743546,negative,False,False,False,9.932315396860514e-10,0.9932315396860514,False,7.544465447168024e-10,0.7544465447168024,1.0112939264884858e-09,1.0112939264884857,False,1.3447346223333407e-15
5e-09,5.0,1.6440781892200902,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.4999999999999992e-08,2.499999999999999e-10,2274,2274,-0.02694765815946015,0.02694765815946015,-0.041343741271560076,-0.026314355921603423,negative,False,False,False,1.3246277099168987e-09,1.3246277099168986,False,8.633861769046955e-10,0.8633861769046955,1.3565072548891052e-09,1.3565072548891053,False,1.1750598011860824e-15
5.5000000000000004e-09,5.500000000000001,1.8084860081420993,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,2253,2253,-0.03595734168868628,0.03595734168868628,-0.047499471691754336,-0.035302136012906875,negative,False,False,False,9.927211812385036e-10,0.9927211812385036,False,7.514949839239097e-10,0.7514949839239097,1.011146031003291e-09,1.011146031003291,False,1.3500161825207424e-15
5.5000000000000004e-09,5.500000000000001,1.8084860081420993,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.500000000000001e-08,2.500000000000001e-10,2253,2253,-0.02697980378675486,0.02697980378675486,-0.04176354896830442,-0.026321391279444713,negative,False,False,False,1.3230494557159495e-09,1.3230494557159496,False,8.547074086658577e-10,0.8547074086658577,1.3561446785400386e-09,1.3561446785400386,False,1.1869914535595973e-15
6.000000000000001e-09,6.000000000000001,1.9728938270641083,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.4999999999999992e-08,2.499999999999999e-10,2233,2233,-0.03597266101505086,0.03597266101505086,-0.0476518577497716,-0.03530641482806136,negative,False,False,False,9.922984207494182e-10,0.9922984207494182,False,7.490917752427023e-10,0.7490917752427023,1.0110234893353839e-09,1.0110234893353838,False,1.3543472547829537e-15
6.000000000000001e-09,6.000000000000001,1.9728938270641083,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.4999999999999992e-08,2.499999999999999e-10,2233,2233,-0.027006340624941873,0.027006340624941873,-0.04210585879020921,-0.02632723201578435,negative,False,False,False,1.3217494073381501e-09,1.3217494073381502,False,8.477588568669536e-10,0.8477588568669536,1.3558438157869394e-09,1.3558438157869395,False,1.1967204838529485e-15
6.082435778035001e-09,6.082435778035001,1.9999999999998548,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5e-08,2.5e-10,2230,2230,-0.03597492279358691,0.03597492279358691,-0.047673821621610823,-0.03530714790043541,negative,False,False,False,9.922360339784364e-10,0.9922360339784364,False,7.487466601420536e-10,0.7487466601420536,1.0110024977392448e-09,1.0110024977392447,False,1.3549715055663348e-15
6.082435778035001e-09,6.082435778035001,1.9999999999998548,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5e-08,2.5e-10,2230,2230,-0.02701024986566083,0.02701024986566083,-0.04215504093963626,-0.026328327219900884,negative,False,False,False,1.3215581082339537e-09,1.3215581082339536,False,8.467697793605115e-10,0.8467697793605116,1.355787415480303e-09,1.355787415480303,False,1.198118324613127e-15
6.5e-09,6.5,2.1373016459861174,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5000000000000002e-08,2.5e-10,2213,2213,-0.03598536752283247,0.03598536752283247,-0.04777682300782815,-0.035310007642361356,negative,False,False,False,9.919480381224537e-10,0.9919480381224537,False,7.471324476627603e-10,0.7471324476627603,1.0109206170934146e-09,1.0109206170934146,False,1.3578989810363325e-15
6.5e-09,6.5,2.1373016459861174,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Pd,0.4,2.5000000000000002e-08,2.5e-10,2213,2213,-0.02702827412124534,0.02702827412124534,-0.04238529367892158,-0.026332172513239965,negative,False,False,False,1.3206768051583027e-09,1.3206768051583027,False,8.42169809788076e-10,0.842169809788076,1.3555894295254663e-09,1.3555894295254662,False,1.204662501064649e-15
7.000000000000001e-09,7.000000000000001,2.3017094649081264,True,computed_from_stern_surface_charge,l_GC = 2 epsilon_s R T / (F |sigma|),"l_GC,mean = 2 epsilon_s R T / (F <|sigma|>_boundary)","sigma_M = C_H,M,eff (E_mix - PZC_M - phi_s)",positive sigma denotes positive charge on the metal side,Charge-derived diagnostic on the flush Au/Pd Stern boundaries evaluated from the cosine-spectral surface field; not an independent screening length in the linearized-PB equation and not a substrate-gap charge length.,3.569561471538913e-11,Au,0.2,2.5e-08,2.5e-10,2194,2194,-0.03599591119329962,0.03599591119329962,-0.04787956355672311,-0.03531308125756185,negative,False,False,False,9.916574836431315e-10,0.9916574836431316,False,7.455292417839271e-10,0.7455292417839271,1.0108326275760875e-09,1.0108326275760875,False,1.3608190430637453e-15
